time	ignal 0	ignal 1
 19.588	 -0.040	 -0.390
 19.592	 -0.025	 -0.385
 19.596	 -0.030	 -0.395
 19.600	 -0.030	 -0.380
 19.604	 -0.015	 -0.390
 19.608	 -0.020	 -0.370
 19.612	 -0.010	 -0.385
 19.616	 -0.015	 -0.390
 19.620	 -0.020	 -0.395
 19.624	 -0.035	 -0.410
 19.628	 -0.010	 -0.410
 19.632	 -0.020	 -0.405
 19.636	 -0.010	 -0.395
 19.640	 -0.010	 -0.400
 19.644	 -0.010	 -0.410
 19.648	  0.005	 -0.410
 19.652	  0.005	 -0.415
 19.656	 -0.020	 -0.395
 19.660	  0.000	 -0.400
 19.664	  0.000	 -0.400
 19.668	  0.005	 -0.400
 19.672	  0.030	 -0.410
 19.676	  0.000	 -0.410
 19.680	  0.005	 -0.405
 19.684	  0.010	 -0.420
 19.688	  0.015	 -0.400
 19.692	  0.010	 -0.410
 19.696	  0.005	 -0.405
 19.700	  0.000	 -0.410
 19.704	  0.020	 -0.420
 19.708	  0.010	 -0.400
 19.712	  0.000	 -0.410
 19.716	  0.000	 -0.410
 19.720	  0.010	 -0.395
 19.724	  0.010	 -0.415
 19.728	  0.000	 -0.405
 19.732	  0.005	 -0.410
 19.736	  0.020	 -0.420
 19.740	  0.005	 -0.425
 19.744	  0.010	 -0.415
 19.748	  0.015	 -0.410
 19.752	  0.030	 -0.420
 19.756	  0.020	 -0.400
 19.760	  0.010	 -0.410
 19.764	  0.000	 -0.400
 19.768	  0.015	 -0.405
 19.772	  0.010	 -0.405
 19.776	  0.015	 -0.420
 19.780	  0.015	 -0.390
 19.784	 -0.020	 -0.405
 19.788	  0.000	 -0.425
 19.792	 -0.010	 -0.400
 19.796	  0.000	 -0.400
 19.800	  0.010	 -0.400
 19.804	  0.015	 -0.380
 19.808	  0.015	 -0.400
 19.812	  0.000	 -0.380
 19.816	  0.010	 -0.395
 19.820	  0.010	 -0.400
 19.824	  0.000	 -0.375
 19.828	  0.000	 -0.390
 19.832	  0.005	 -0.400
 19.836	  0.005	 -0.400
 19.840	  0.035	 -0.400
 19.844	  0.020	 -0.415
 19.848	  0.020	 -0.410
 19.852	  0.015	 -0.390
 19.856	  0.020	 -0.400
 19.860	  0.000	 -0.400
 19.864	  0.005	 -0.400
 19.868	  0.010	 -0.405
 19.872	  0.015	 -0.420
 19.876	  0.020	 -0.390
 19.880	  0.025	 -0.400
 19.884	  0.020	 -0.420
 19.888	  0.020	 -0.400
 19.892	  0.010	 -0.370
 19.896	  0.010	 -0.350
 19.900	 -0.005	 -0.335
 19.904	  0.000	 -0.285
 19.908	  0.020	 -0.255
 19.912	  0.020	 -0.245
 19.916	  0.040	 -0.250
 19.920	  0.065	 -0.225
 19.924	  0.065	 -0.220
 19.928	  0.110	 -0.215
 19.932	  0.110	 -0.225
 19.936	  0.110	 -0.250
 19.940	  0.120	 -0.255
 19.944	  0.125	 -0.235
 19.948	  0.120	 -0.235
 19.952	  0.090	 -0.235
 19.956	  0.085	 -0.250
 19.960	  0.060	 -0.280
 19.964	  0.030	 -0.340
 19.968	  0.010	 -0.370
 19.972	 -0.035	 -0.370
 19.976	 -0.025	 -0.355
 19.980	 -0.035	 -0.350
 19.984	 -0.050	 -0.340
 19.988	 -0.065	 -0.335
 19.992	 -0.045	 -0.325
 19.996	 -0.040	 -0.325
 20.000	 -0.050	 -0.360
 20.004	 -0.050	 -0.365
 20.008	 -0.035	 -0.360
 20.012	 -0.040	 -0.370
 20.016	 -0.025	 -0.395
 20.020	 -0.020	 -0.420
 20.024	 -0.020	 -0.440
 20.028	 -0.020	 -0.430
 20.032	  0.010	 -0.440
 20.036	  0.005	 -0.415
 20.040	  0.035	 -0.430
 20.044	  0.015	 -0.430
 20.048	  0.010	 -0.425
 20.052	  0.020	 -0.405
 20.056	  0.020	 -0.410
 20.060	  0.030	 -0.420
 20.064	  0.000	 -0.425
 20.068	  0.005	 -0.415
 20.072	  0.015	 -0.400
 20.076	  0.015	 -0.405
 20.080	  0.000	 -0.395
 20.084	 -0.010	 -0.395
 20.088	  0.005	 -0.365
 20.092	  0.005	 -0.320
 20.096	  0.005	 -0.295
 20.100	  0.025	 -0.300
 20.104	  0.015	 -0.250
 20.108	 -0.010	 -0.105
 20.112	  0.000	  0.150
 20.116	  0.045	  0.440
 20.120	  0.065	  0.645
 20.124	  0.080	  0.800
 20.128	  0.040	  0.905
 20.132	 -0.015	  0.920
 20.136	 -0.055	  0.785
 20.140	 -0.085	  0.525
 20.144	 -0.225	  0.145
 20.148	 -0.495	 -0.155
 20.152	 -0.785	 -0.130
 20.156	 -1.135	  0.055
 20.160	 -1.375	  0.080
 20.164	 -1.490	 -0.180
 20.168	 -1.490	 -0.490
 20.172	 -1.280	 -0.705
 20.176	 -0.885	 -0.825
 20.180	 -0.450	 -0.855
 20.184	 -0.160	 -0.795
 20.188	 -0.090	 -0.685
 20.192	 -0.085	 -0.605
 20.196	 -0.130	 -0.565
 20.200	 -0.140	 -0.590
 20.204	 -0.135	 -0.585
 20.208	 -0.090	 -0.575
 20.212	 -0.035	 -0.575
 20.216	  0.035	 -0.580
 20.220	  0.075	 -0.580
 20.224	  0.095	 -0.570
 20.228	  0.100	 -0.585
 20.232	  0.090	 -0.575
 20.236	  0.095	 -0.590
 20.240	  0.095	 -0.585
 20.244	  0.100	 -0.560
 20.248	  0.100	 -0.560
 20.252	  0.110	 -0.580
 20.256	  0.090	 -0.580
 20.260	  0.110	 -0.560
 20.264	  0.120	 -0.560
 20.268	  0.115	 -0.555
 20.272	  0.130	 -0.560
 20.276	  0.115	 -0.565
 20.280	  0.110	 -0.580
 20.284	  0.125	 -0.565
 20.288	  0.125	 -0.585
 20.292	  0.110	 -0.550
 20.296	  0.115	 -0.555
 20.300	  0.110	 -0.560
 20.304	  0.115	 -0.590
 20.308	  0.110	 -0.560
 20.312	  0.115	 -0.560
 20.316	  0.110	 -0.570
 20.320	  0.115	 -0.560
 20.324	  0.105	 -0.585
 20.328	  0.135	 -0.580
 20.332	  0.125	 -0.580
 20.336	  0.095	 -0.585
 20.340	  0.095	 -0.595
 20.344	  0.105	 -0.590
 20.348	  0.105	 -0.585
 20.352	  0.110	 -0.585
 20.356	  0.095	 -0.580
 20.360	  0.095	 -0.605
 20.364	  0.095	 -0.590
 20.368	  0.110	 -0.595
 20.372	  0.090	 -0.595
 20.376	  0.110	 -0.590
 20.380	  0.100	 -0.570
 20.384	  0.105	 -0.570
 20.388	  0.105	 -0.555
 20.392	  0.095	 -0.525
 20.396	  0.085	 -0.535
 20.400	  0.070	 -0.500
 20.404	  0.075	 -0.470
 20.408	  0.075	 -0.475
 20.412	  0.055	 -0.445
 20.416	  0.040	 -0.455
 20.420	  0.045	 -0.430
 20.424	  0.030	 -0.405
 20.428	  0.030	 -0.395
 20.432	  0.025	 -0.400
 20.436	  0.015	 -0.390
 20.440	  0.015	 -0.380
 20.444	  0.010	 -0.365
 20.448	 -0.010	 -0.370
 20.452	 -0.010	 -0.380
 20.456	 -0.010	 -0.360
 20.460	 -0.020	 -0.370
 20.464	  0.020	 -0.370
 20.468	 -0.005	 -0.360
 20.472	 -0.020	 -0.375
 20.476	 -0.020	 -0.395
 20.480	 -0.015	 -0.360
 20.484	  0.000	 -0.390
 20.488	 -0.025	 -0.425
 20.492	  0.005	 -0.420
 20.496	 -0.005	 -0.395
 20.500	  0.000	 -0.400
 20.504	  0.000	 -0.410
 20.508	  0.000	 -0.410
 20.512	  0.000	 -0.395
 20.516	  0.015	 -0.420
 20.520	  0.015	 -0.415
 20.524	  0.015	 -0.415
 20.528	  0.020	 -0.420
 20.532	  0.005	 -0.420
 20.536	  0.015	 -0.415
 20.540	  0.015	 -0.440
 20.544	  0.025	 -0.440
 20.548	  0.015	 -0.430
 20.552	  0.030	 -0.430
 20.556	  0.015	 -0.460
 20.560	  0.020	 -0.435
 20.564	  0.030	 -0.435
 20.568	  0.040	 -0.420
 20.572	  0.020	 -0.440
 20.576	  0.035	 -0.440
 20.580	  0.030	 -0.445
 20.584	  0.035	 -0.440
 20.588	  0.065	 -0.435
 20.592	  0.020	 -0.450
 20.596	  0.025	 -0.430
 20.600	  0.025	 -0.430
 20.604	  0.035	 -0.430
 20.608	  0.015	 -0.410
 20.612	  0.030	 -0.445
 20.616	  0.010	 -0.420
 20.620	  0.060	 -0.445
 20.624	  0.020	 -0.445
 20.628	  0.015	 -0.435
 20.632	  0.005	 -0.420
 20.636	  0.020	 -0.430
 20.640	  0.020	 -0.440
 20.644	  0.025	 -0.420
 20.648	  0.030	 -0.420
 20.652	  0.020	 -0.440
 20.656	  0.015	 -0.445
 20.660	 -0.010	 -0.435
 20.664	 -0.005	 -0.415
 20.668	  0.010	 -0.430
 20.672	  0.015	 -0.430
 20.676	  0.015	 -0.435
 20.680	  0.000	 -0.430
 20.684	  0.025	 -0.435
 20.688	  0.010	 -0.445
 20.692	  0.015	 -0.430
 20.696	  0.005	 -0.445
 20.700	  0.005	 -0.420
 20.704	 -0.005	 -0.420
 20.708	  0.000	 -0.440
 20.712	  0.000	 -0.420
 20.716	  0.005	 -0.410
 20.720	  0.000	 -0.435
 20.724	  0.000	 -0.425
 20.728	  0.000	 -0.410
 20.732	  0.005	 -0.410
 20.736	  0.005	 -0.425
 20.740	  0.015	 -0.430
 20.744	  0.005	 -0.410
 20.748	 -0.010	 -0.410
 20.752	  0.020	 -0.435
 20.756	  0.025	 -0.435
 20.760	  0.015	 -0.420
 20.764	  0.015	 -0.400
 20.768	 -0.010	 -0.395
 20.772	  0.015	 -0.360
 20.776	  0.025	 -0.340
 20.780	  0.020	 -0.295
 20.784	  0.005	 -0.250
 20.788	  0.040	 -0.250
 20.792	  0.055	 -0.230
 20.796	  0.040	 -0.225
 20.800	  0.090	 -0.230
 20.804	  0.095	 -0.245
 20.808	  0.135	 -0.235
 20.812	  0.155	 -0.240
 20.816	  0.145	 -0.235
 20.820	  0.115	 -0.215
 20.824	  0.115	 -0.215
 20.828	  0.100	 -0.235
 20.832	  0.050	 -0.265
 20.836	  0.060	 -0.300
 20.840	  0.020	 -0.340
 20.844	  0.015	 -0.330
 20.848	  0.000	 -0.350
 20.852	 -0.020	 -0.340
 20.856	 -0.025	 -0.320
 20.860	 -0.030	 -0.305
 20.864	 -0.040	 -0.320
 20.868	 -0.050	 -0.335
 20.872	 -0.035	 -0.330
 20.876	 -0.025	 -0.350
 20.880	 -0.010	 -0.370
 20.884	 -0.010	 -0.385
 20.888	  0.000	 -0.385
 20.892	 -0.015	 -0.395
 20.896	  0.005	 -0.405
 20.900	  0.010	 -0.410
 20.904	  0.040	 -0.425
 20.908	  0.035	 -0.410
 20.912	  0.035	 -0.400
 20.916	  0.050	 -0.420
 20.920	  0.005	 -0.420
 20.924	  0.035	 -0.410
 20.928	  0.020	 -0.405
 20.932	  0.020	 -0.400
 20.936	  0.030	 -0.420
 20.940	  0.015	 -0.400
 20.944	  0.015	 -0.365
 20.948	  0.010	 -0.375
 20.952	  0.000	 -0.365
 20.956	  0.000	 -0.380
 20.960	  0.000	 -0.350
 20.964	 -0.020	 -0.305
 20.968	  0.010	 -0.275
 20.972	  0.000	 -0.245
 20.976	  0.015	 -0.200
 20.980	  0.000	 -0.060
 20.984	  0.015	  0.210
 20.988	  0.050	  0.490
 20.992	  0.070	  0.680
 20.996	  0.055	  0.795
 21.000	  0.025	  0.840
 21.004	 -0.025	  0.770
 21.008	 -0.060	  0.570
 21.012	 -0.155	  0.230
 21.016	 -0.320	 -0.125
 21.020	 -0.655	 -0.200
 21.024	 -0.980	  0.005
 21.028	 -1.330	  0.120
 21.032	 -1.525	 -0.070
 21.036	 -1.560	 -0.355
 21.040	 -1.460	 -0.610
 21.044	 -1.125	 -0.800
 21.048	 -0.640	 -0.850
 21.052	 -0.290	 -0.780
 21.056	 -0.110	 -0.670
 21.060	 -0.080	 -0.570
 21.064	 -0.105	 -0.525
 21.068	 -0.115	 -0.530
 21.072	 -0.130	 -0.520
 21.076	 -0.120	 -0.520
 21.080	 -0.040	 -0.510
 21.084	  0.000	 -0.510
 21.088	  0.045	 -0.510
 21.092	  0.085	 -0.495
 21.096	  0.105	 -0.500
 21.100	  0.100	 -0.515
 21.104	  0.105	 -0.500
 21.108	  0.105	 -0.500
 21.112	  0.095	 -0.500
 21.116	  0.105	 -0.505
 21.120	  0.105	 -0.515
 21.124	  0.115	 -0.490
 21.128	  0.115	 -0.490
 21.132	  0.120	 -0.510
 21.136	  0.120	 -0.505
 21.140	  0.105	 -0.490
 21.144	  0.120	 -0.490
 21.148	  0.120	 -0.500
 21.152	  0.120	 -0.505
 21.156	  0.120	 -0.510
 21.160	  0.115	 -0.505
 21.164	  0.105	 -0.495
 21.168	  0.115	 -0.495
 21.172	  0.110	 -0.520
 21.176	  0.115	 -0.515
 21.180	  0.110	 -0.530
 21.184	  0.120	 -0.520
 21.188	  0.125	 -0.515
 21.192	  0.105	 -0.520
 21.196	  0.110	 -0.520
 21.200	  0.105	 -0.520
 21.204	  0.100	 -0.530
 21.208	  0.090	 -0.525
 21.212	  0.095	 -0.540
 21.216	  0.105	 -0.520
 21.220	  0.070	 -0.515
 21.224	  0.085	 -0.530
 21.228	  0.065	 -0.540
 21.232	  0.070	 -0.530
 21.236	  0.070	 -0.525
 21.240	  0.085	 -0.535
 21.244	  0.075	 -0.510
 21.248	  0.045	 -0.470
 21.252	  0.060	 -0.465
 21.256	  0.045	 -0.455
 21.260	  0.030	 -0.445
 21.264	  0.025	 -0.435
 21.268	  0.035	 -0.445
 21.272	  0.010	 -0.400
 21.276	  0.020	 -0.385
 21.280	  0.030	 -0.360
 21.284	  0.000	 -0.355
 21.288	  0.000	 -0.345
 21.292	 -0.025	 -0.345
 21.296	 -0.030	 -0.335
 21.300	 -0.050	 -0.350
 21.304	 -0.050	 -0.335
 21.308	 -0.040	 -0.320
 21.312	 -0.050	 -0.305
 21.316	 -0.065	 -0.325
 21.320	 -0.065	 -0.330
 21.324	 -0.075	 -0.315
 21.328	 -0.060	 -0.335
 21.332	 -0.060	 -0.340
 21.336	 -0.075	 -0.335
 21.340	 -0.080	 -0.350
 21.344	 -0.070	 -0.335
 21.348	 -0.085	 -0.355
 21.352	 -0.090	 -0.340
 21.356	 -0.070	 -0.365
 21.360	 -0.055	 -0.350
 21.364	 -0.050	 -0.365
 21.368	 -0.065	 -0.355
 21.372	 -0.070	 -0.385
 21.376	 -0.060	 -0.380
 21.380	 -0.065	 -0.400
 21.384	 -0.055	 -0.405
 21.388	 -0.050	 -0.390
 21.392	 -0.040	 -0.390
 21.396	 -0.045	 -0.400
 21.400	 -0.040	 -0.420
 21.404	 -0.030	 -0.400
 21.408	 -0.040	 -0.395
 21.412	 -0.040	 -0.390
 21.416	 -0.040	 -0.390
 21.420	 -0.020	 -0.400
 21.424	 -0.030	 -0.395
 21.428	 -0.030	 -0.400
 21.432	 -0.040	 -0.385
 21.436	 -0.025	 -0.370
 21.440	 -0.020	 -0.375
 21.444	 -0.025	 -0.370
 21.448	 -0.025	 -0.395
 21.452	 -0.015	 -0.380
 21.456	 -0.035	 -0.375
 21.460	 -0.035	 -0.390
 21.464	 -0.045	 -0.385
 21.468	 -0.035	 -0.395
 21.472	 -0.005	 -0.395
 21.476	 -0.025	 -0.395
 21.480	 -0.020	 -0.380
 21.484	 -0.035	 -0.395
 21.488	 -0.040	 -0.385
 21.492	 -0.045	 -0.390
 21.496	 -0.040	 -0.380
 21.500	 -0.055	 -0.380
 21.504	 -0.060	 -0.385
 21.508	 -0.040	 -0.390
 21.512	 -0.055	 -0.370
 21.516	 -0.045	 -0.360
 21.520	 -0.060	 -0.360
 21.524	 -0.070	 -0.395
 21.528	 -0.085	 -0.385
 21.532	 -0.080	 -0.370
 21.536	 -0.070	 -0.375
 21.540	 -0.045	 -0.360
 21.544	 -0.055	 -0.365
 21.548	 -0.070	 -0.370
 21.552	 -0.075	 -0.370
 21.556	 -0.060	 -0.370
 21.560	 -0.090	 -0.395
 21.564	 -0.070	 -0.375
 21.568	 -0.070	 -0.385
 21.572	 -0.070	 -0.360
 21.576	 -0.090	 -0.365
 21.580	 -0.060	 -0.385
 21.584	 -0.075	 -0.380
 21.588	 -0.100	 -0.395
 21.592	 -0.090	 -0.385
 21.596	 -0.080	 -0.395
 21.600	 -0.080	 -0.405
 21.604	 -0.075	 -0.385
 21.608	 -0.095	 -0.360
 21.612	 -0.095	 -0.360
 21.616	 -0.100	 -0.340
 21.620	 -0.085	 -0.330
 21.624	 -0.080	 -0.300
 21.628	 -0.070	 -0.260
 21.632	 -0.075	 -0.240
 21.636	 -0.080	 -0.205
 21.640	 -0.050	 -0.210
 21.644	 -0.055	 -0.210
 21.648	 -0.050	 -0.205
 21.652	  0.000	 -0.195
 21.656	 -0.005	 -0.215
 21.660	  0.015	 -0.235
 21.664	  0.015	 -0.215
 21.668	  0.005	 -0.215
 21.672	  0.000	 -0.200
 21.676	 -0.020	 -0.210
 21.680	 -0.035	 -0.230
 21.684	 -0.040	 -0.275
 21.688	 -0.065	 -0.335
 21.692	 -0.075	 -0.345
 21.696	 -0.095	 -0.340
 21.700	 -0.130	 -0.330
 21.704	 -0.140	 -0.315
 21.708	 -0.140	 -0.335
 21.712	 -0.150	 -0.320
 21.716	 -0.160	 -0.320
 21.720	 -0.140	 -0.325
 21.724	 -0.140	 -0.355
 21.728	 -0.110	 -0.355
 21.732	 -0.120	 -0.340
 21.736	 -0.135	 -0.365
 21.740	 -0.105	 -0.390
 21.744	 -0.120	 -0.410
 21.748	 -0.085	 -0.390
 21.752	 -0.095	 -0.395
 21.756	 -0.090	 -0.385
 21.760	 -0.090	 -0.370
 21.764	 -0.065	 -0.390
 21.768	 -0.080	 -0.375
 21.772	 -0.065	 -0.375
 21.776	 -0.070	 -0.360
 21.780	 -0.090	 -0.355
 21.784	 -0.055	 -0.370
 21.788	 -0.080	 -0.375
 21.792	 -0.085	 -0.360
 21.796	 -0.070	 -0.345
 21.800	 -0.085	 -0.345
 21.804	 -0.075	 -0.320
 21.808	 -0.060	 -0.280
 21.812	 -0.075	 -0.270
 21.816	 -0.080	 -0.255
 21.820	 -0.085	 -0.200
 21.824	 -0.065	 -0.020
 21.828	 -0.060	  0.235
 21.832	 -0.025	  0.495
 21.836	 -0.030	  0.700
 21.840	 -0.025	  0.855
 21.844	 -0.080	  0.920
 21.848	 -0.120	  0.910
 21.852	 -0.145	  0.725
 21.856	 -0.240	  0.385
 21.860	 -0.410	  0.075
 21.864	 -0.710	  0.020
 21.868	 -1.010	  0.130
 21.872	 -1.275	  0.085
 21.876	 -1.405	 -0.150
 21.880	 -1.435	 -0.480
 21.884	 -1.260	 -0.705
 21.888	 -0.895	 -0.780
 21.892	 -0.475	 -0.795
 21.896	 -0.240	 -0.690
 21.900	 -0.160	 -0.585
 21.904	 -0.200	 -0.520
 21.908	 -0.195	 -0.495
 21.912	 -0.200	 -0.505
 21.916	 -0.170	 -0.505
 21.920	 -0.135	 -0.490
 21.924	 -0.110	 -0.510
 21.928	 -0.025	 -0.510
 21.932	  0.000	 -0.520
 21.936	  0.005	 -0.505
 21.940	  0.010	 -0.515
 21.944	  0.000	 -0.495
 21.948	  0.010	 -0.480
 21.952	  0.020	 -0.490
 21.956	  0.010	 -0.495
 21.960	  0.020	 -0.510
 21.964	  0.000	 -0.515
 21.968	  0.025	 -0.505
 21.972	  0.045	 -0.490
 21.976	  0.005	 -0.490
 21.980	  0.025	 -0.515
 21.984	  0.030	 -0.515
 21.988	  0.020	 -0.515
 21.992	  0.020	 -0.525
 21.996	  0.025	 -0.535
 22.000	  0.025	 -0.520
 22.004	  0.015	 -0.525
 22.008	  0.030	 -0.515
 22.012	  0.030	 -0.520
 22.016	  0.030	 -0.525
 22.020	  0.030	 -0.520
 22.024	  0.030	 -0.500
 22.028	  0.015	 -0.525
 22.032	  0.020	 -0.535
 22.036	  0.010	 -0.540
 22.040	  0.005	 -0.520
 22.044	  0.025	 -0.540
 22.048	  0.000	 -0.545
 22.052	  0.015	 -0.545
 22.056	  0.000	 -0.540
 22.060	  0.010	 -0.535
 22.064	 -0.005	 -0.540
 22.068	 -0.025	 -0.535
 22.072	 -0.025	 -0.525
 22.076	 -0.015	 -0.530
 22.080	 -0.030	 -0.540
 22.084	 -0.005	 -0.545
 22.088	 -0.010	 -0.510
 22.092	  0.000	 -0.520
 22.096	 -0.030	 -0.505
 22.100	 -0.025	 -0.495
 22.104	 -0.040	 -0.465
 22.108	 -0.030	 -0.465
 22.112	 -0.035	 -0.430
 22.116	 -0.050	 -0.420
 22.120	 -0.060	 -0.415
 22.124	 -0.065	 -0.385
 22.128	 -0.065	 -0.345
 22.132	 -0.070	 -0.350
 22.136	 -0.070	 -0.325
 22.140	 -0.090	 -0.320
 22.144	 -0.090	 -0.310
 22.148	 -0.080	 -0.305
 22.152	 -0.120	 -0.310
 22.156	 -0.110	 -0.275
 22.160	 -0.100	 -0.285
 22.164	 -0.100	 -0.280
 22.168	 -0.100	 -0.285
 22.172	 -0.090	 -0.280
 22.176	 -0.105	 -0.290
 22.180	 -0.105	 -0.300
 22.184	 -0.110	 -0.290
 22.188	 -0.100	 -0.310
 22.192	 -0.100	 -0.300
 22.196	 -0.100	 -0.305
 22.200	 -0.135	 -0.320
 22.204	 -0.090	 -0.335
 22.208	 -0.080	 -0.320
 22.212	 -0.060	 -0.310
 22.216	 -0.065	 -0.320
 22.220	 -0.110	 -0.310
 22.224	 -0.075	 -0.330
 22.228	 -0.070	 -0.335
 22.232	 -0.075	 -0.320
 22.236	 -0.080	 -0.330
 22.240	 -0.085	 -0.320
 22.244	 -0.075	 -0.345
 22.248	 -0.075	 -0.340
 22.252	 -0.075	 -0.320
 22.256	 -0.080	 -0.330
 22.260	 -0.080	 -0.325
 22.264	 -0.080	 -0.320
 22.268	 -0.080	 -0.335
 22.272	 -0.095	 -0.345
 22.276	 -0.080	 -0.345
 22.280	 -0.055	 -0.340
 22.284	 -0.070	 -0.320
 22.288	 -0.085	 -0.340
 22.292	 -0.085	 -0.350
 22.296	 -0.130	 -0.320
 22.300	 -0.100	 -0.350
 22.304	 -0.095	 -0.335
 22.308	 -0.085	 -0.340
 22.312	 -0.100	 -0.335
 22.316	 -0.120	 -0.350
 22.320	 -0.120	 -0.340
 22.324	 -0.100	 -0.360
 22.328	 -0.130	 -0.350
 22.332	 -0.120	 -0.350
 22.336	 -0.120	 -0.345
 22.340	 -0.125	 -0.340
 22.344	 -0.130	 -0.335
 22.348	 -0.120	 -0.350
 22.352	 -0.115	 -0.355
 22.356	 -0.110	 -0.370
 22.360	 -0.120	 -0.375
 22.364	 -0.120	 -0.340
 22.368	 -0.105	 -0.360
 22.372	 -0.125	 -0.340
 22.376	 -0.115	 -0.350
 22.380	 -0.115	 -0.350
 22.384	 -0.100	 -0.340
 22.388	 -0.125	 -0.340
 22.392	 -0.120	 -0.345
 22.396	 -0.125	 -0.355
 22.400	 -0.115	 -0.335
 22.404	 -0.130	 -0.350
 22.408	 -0.130	 -0.355
 22.412	 -0.110	 -0.330
 22.416	 -0.140	 -0.340
 22.420	 -0.120	 -0.325
 22.424	 -0.135	 -0.345
 22.428	 -0.090	 -0.330
 22.432	 -0.120	 -0.335
 22.436	 -0.125	 -0.330
 22.440	 -0.135	 -0.340
 22.444	 -0.135	 -0.335
 22.448	 -0.110	 -0.325
 22.452	 -0.110	 -0.345
 22.456	 -0.135	 -0.330
 22.460	 -0.145	 -0.325
 22.464	 -0.130	 -0.300
 22.468	 -0.125	 -0.280
 22.472	 -0.125	 -0.250
 22.476	 -0.130	 -0.215
 22.480	 -0.110	 -0.180
 22.484	 -0.110	 -0.145
 22.488	 -0.115	 -0.155
 22.492	 -0.105	 -0.140
 22.496	 -0.065	 -0.140
 22.500	 -0.065	 -0.140
 22.504	 -0.045	 -0.150
 22.508	 -0.030	 -0.155
 22.512	 -0.025	 -0.160
 22.516	 -0.015	 -0.160
 22.520	  0.000	 -0.150
 22.524	 -0.025	 -0.135
 22.528	 -0.040	 -0.155
 22.532	 -0.060	 -0.180
 22.536	 -0.080	 -0.220
 22.540	 -0.110	 -0.280
 22.544	 -0.130	 -0.270
 22.548	 -0.155	 -0.290
 22.552	 -0.185	 -0.255
 22.556	 -0.170	 -0.250
 22.560	 -0.175	 -0.255
 22.564	 -0.165	 -0.260
 22.568	 -0.185	 -0.250
 22.572	 -0.165	 -0.280
 22.576	 -0.165	 -0.265
 22.580	 -0.150	 -0.285
 22.584	 -0.155	 -0.300
 22.588	 -0.145	 -0.320
 22.592	 -0.135	 -0.350
 22.596	 -0.155	 -0.340
 22.600	 -0.130	 -0.335
 22.604	 -0.120	 -0.340
 22.608	 -0.080	 -0.345
 22.612	 -0.075	 -0.330
 22.616	 -0.095	 -0.345
 22.620	 -0.120	 -0.330
 22.624	 -0.115	 -0.340
 22.628	 -0.105	 -0.350
 22.632	 -0.080	 -0.345
 22.636	 -0.090	 -0.330
 22.640	 -0.080	 -0.330
 22.644	 -0.095	 -0.310
 22.648	 -0.100	 -0.315
 22.652	 -0.105	 -0.305
 22.656	 -0.105	 -0.290
 22.660	 -0.105	 -0.270
 22.664	 -0.110	 -0.230
 22.668	 -0.120	 -0.220
 22.672	 -0.075	 -0.175
 22.676	 -0.115	 -0.060
 22.680	 -0.085	  0.185
 22.684	 -0.065	  0.455
 22.688	 -0.035	  0.695
 22.692	 -0.030	  0.880
 22.696	 -0.065	  0.995
 22.700	 -0.105	  1.030
 22.704	 -0.145	  0.950
 22.708	 -0.195	  0.680
 22.712	 -0.300	  0.295
 22.716	 -0.520	  0.020
 22.720	 -0.860	  0.025
 22.724	 -1.160	  0.140
 22.728	 -1.380	  0.050
 22.732	 -1.460	 -0.210
 22.736	 -1.460	 -0.470
 22.740	 -1.220	 -0.680
 22.744	 -0.800	 -0.735
 22.748	 -0.415	 -0.730
 22.752	 -0.220	 -0.610
 22.756	 -0.200	 -0.515
 22.760	 -0.215	 -0.430
 22.764	 -0.215	 -0.425
 22.768	 -0.185	 -0.445
 22.772	 -0.190	 -0.445
 22.776	 -0.145	 -0.430
 22.780	 -0.085	 -0.430
 22.784	 -0.050	 -0.445
 22.788	 -0.010	 -0.460
 22.792	  0.010	 -0.440
 22.796	  0.015	 -0.440
 22.800	  0.030	 -0.440
 22.804	  0.010	 -0.440
 22.808	  0.030	 -0.425
 22.812	  0.040	 -0.410
 22.816	  0.055	 -0.420
 22.820	  0.055	 -0.420
 22.824	  0.035	 -0.425
 22.828	  0.055	 -0.410
 22.832	  0.060	 -0.420
 22.836	  0.055	 -0.405
 22.840	  0.085	 -0.395
 22.844	  0.075	 -0.410
 22.848	  0.075	 -0.400
 22.852	  0.060	 -0.400
 22.856	  0.075	 -0.400
 22.860	  0.075	 -0.410
 22.864	  0.065	 -0.405
 22.868	  0.040	 -0.400
 22.872	  0.050	 -0.395
 22.876	  0.040	 -0.405
 22.880	  0.050	 -0.420
 22.884	  0.050	 -0.405
 22.888	  0.065	 -0.415
 22.892	  0.050	 -0.420
 22.896	  0.065	 -0.425
 22.900	  0.065	 -0.425
 22.904	  0.055	 -0.425
 22.908	  0.050	 -0.440
 22.912	  0.055	 -0.450
 22.916	  0.040	 -0.445
 22.920	  0.045	 -0.445
 22.924	  0.030	 -0.460
 22.928	  0.045	 -0.435
 22.932	  0.065	 -0.440
 22.936	  0.050	 -0.430
 22.940	  0.035	 -0.430
 22.944	  0.020	 -0.420
 22.948	  0.035	 -0.410
 22.952	  0.025	 -0.400
 22.956	  0.025	 -0.385
 22.960	  0.010	 -0.375
 22.964	  0.015	 -0.360
 22.968	  0.010	 -0.350
 22.972	  0.005	 -0.320
 22.976	  0.005	 -0.290
 22.980	  0.000	 -0.265
